panel_id,endpoint_id,protocol_id,representation,metric_output_id,left_family,right_family,state,pair_count_per_cluster,pair_count_total,oc,strict_agreement_count,strict_incorrect_count,metric_tie_count,downstream_tie_count,double_tie_count,bootstrap_lower,bootstrap_upper
d2_5_b,d2_5,b,common_grid,nmse,p08,p10,complete,64,1920,0.70859375,1359,558,0,3,0,0.69166015625,0.7255208333333333
d2_5_b,d2_5,b,common_grid,nmse,p08,p11,complete,64,1920,0.6963541666666667,1327,573,0,20,0,0.6598893229166667,0.72474609375
d2_5_b,d2_5,b,common_grid,nmse,p08,p12,complete,64,1920,0.7752604166666667,1485,428,0,7,0,0.70259765625,0.83046875
d2_5_b,d2_5,b,common_grid,nmse,p09,p10,complete,64,1920,0.6713541666666667,1284,626,0,10,0,0.6411458333333333,0.7018294270833333
d2_5_b,d2_5,b,common_grid,nmse,p09,p11,complete,64,1920,0.6763020833333333,1297,620,0,3,0,0.6247265625,0.7198046874999999
d2_5_b,d2_5,b,common_grid,nmse,p09,p12,complete,64,1920,0.7630208333333334,1463,453,0,4,0,0.6867122395833334,0.8234440104166667
d2_5_b,d2_5,b,common_grid,nmse,p10,p11,complete,64,1920,0.7315104166666667,1403,514,0,3,0,0.7052018229166667,0.759375
d2_5_b,d2_5,b,common_grid,nmse,p10,p12,complete,64,1920,0.8184895833333333,1571,348,0,1,0,0.78775390625,0.84037109375
d2_5_b,d2_5,b,common_grid,nmse,p11,p12,complete,64,1920,0.33151041666666664,612,1259,0,49,0,0.28880208333333335,0.3807356770833333
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p08,p09,complete,64,1920,0.42578125,812,1097,0,11,0,0.35208333333333336,0.5047005208333332
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p08,p10,complete,64,1920,0.48723958333333334,934,983,0,3,0,0.46119791666666665,0.51484375
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p08,p11,complete,64,1920,0.9338541666666667,1783,117,0,20,0,0.8528645833333334,0.9903645833333333
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p08,p12,complete,64,1920,0.9044270833333333,1733,180,0,7,0,0.8015364583333333,0.9797005208333333
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p09,p10,complete,64,1920,0.8072916666666666,1545,365,0,10,0,0.7669270833333334,0.8398502604166667
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p09,p11,complete,64,1920,0.86015625,1650,267,0,3,0,0.7591015625,0.9411588541666666
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p09,p12,complete,64,1920,0.8609375,1651,265,0,4,0,0.753125,0.9518229166666666
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p10,p11,complete,64,1920,0.93515625,1794,123,0,3,0,0.8791536458333333,0.9830729166666666
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p10,p12,complete,64,1920,0.92421875,1774,145,0,1,0,0.8666666666666667,0.9736979166666667
d2_5_b,d2_5,b,common_grid,wasserstein_1_cm1,p11,p12,complete,64,1920,0.35546875,658,1213,0,49,0,0.31796875,0.3981901041666666
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p08,p09,complete,64,1920,0.59140625,1130,779,0,11,0,0.5117057291666667,0.6656315104166667
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p08,p10,complete,64,1920,0.3346354166666667,641,1276,0,3,0,0.3140625,0.3575520833333333
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p08,p11,complete,64,1920,0.471875,896,1004,0,20,0,0.44479166666666664,0.4987044270833333
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p08,p12,complete,64,1920,0.41015625,784,1129,0,7,0,0.37264973958333336,0.4515690104166666
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p09,p10,complete,64,1920,0.24947916666666667,474,1436,0,10,0,0.21588541666666666,0.28854817708333325
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p09,p11,complete,64,1920,0.87890625,1686,231,0,3,0,0.7741861979166667,0.9651171874999999
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p09,p12,complete,64,1920,0.8609375,1651,265,0,4,0,0.753125,0.9518229166666666
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p10,p11,complete,64,1920,0.42161458333333335,808,1109,0,3,0,0.378125,0.4609375
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p10,p12,complete,64,1920,0.33359375,640,1279,0,1,0,0.2916666666666667,0.37135416666666665
d2_5_b,d2_5,b,common_grid,is_like_structure_to_noise,p11,p12,complete,64,1920,0.6799479166666667,1281,590,0,49,0,0.62734375,0.7302083333333333
d2_5_b,d2_5,b,common_grid,precision,p08,p09,complete,64,1920,0.59140625,1130,779,0,11,0,0.5117057291666667,0.6656315104166667
d2_5_b,d2_5,b,common_grid,precision,p08,p10,complete,64,1920,0.8330729166666667,1598,319,0,3,0,0.7882747395833334,0.875
d2_5_b,d2_5,b,common_grid,precision,p08,p11,complete,64,1920,0.06614583333333333,117,1783,0,20,0,0.009635416666666667,0.14713541666666666
d2_5_b,d2_5,b,common_grid,precision,p08,p12,complete,64,1920,0.09557291666666666,180,1733,0,7,0,0.02029947916666667,0.19846354166666652
d2_5_b,d2_5,b,common_grid,precision,p09,p10,complete,64,1920,0.2786458333333333,530,1380,0,10,0,0.24400390625,0.3172070312499999
d2_5_b,d2_5,b,common_grid,precision,p09,p11,complete,64,1920,0.60546875,1161,756,0,3,0,0.57212890625,0.63412109375
d2_5_b,d2_5,b,common_grid,precision,p09,p12,complete,64,1920,0.8182291666666667,1569,347,0,4,0,0.7202994791666667,0.8997395833333334
d2_5_b,d2_5,b,common_grid,precision,p10,p11,complete,64,1920,0.16380208333333332,313,1604,0,3,0,0.11587890625000001,0.22110026041666664
d2_5_b,d2_5,b,common_grid,precision,p10,p12,complete,64,1920,0.31692708333333336,608,1311,0,1,0,0.26639973958333335,0.3729166666666667
d2_5_b,d2_5,b,common_grid,precision,p11,p12,complete,64,1920,0.27317708333333335,500,1371,0,49,0,0.21978515625,0.3370052083333332
d2_5_b,d2_5,b,common_grid,recall,p08,p09,complete,64,1920,0.59140625,1130,779,0,11,0,0.5117057291666667,0.6656315104166667
d2_5_b,d2_5,b,common_grid,recall,p08,p10,complete,64,1920,0.88515625,1698,219,0,3,0,0.8481705729166666,0.9171875
d2_5_b,d2_5,b,common_grid,recall,p08,p11,complete,64,1920,0.06614583333333333,117,1783,0,20,0,0.009635416666666667,0.14713541666666666
d2_5_b,d2_5,b,common_grid,recall,p08,p12,complete,64,1920,0.11119791666666666,210,1703,0,7,0,0.03853515625,0.21041666666666667
d2_5_b,d2_5,b,common_grid,recall,p09,p10,complete,64,1920,0.25052083333333336,476,1434,0,10,0,0.21666666666666667,0.28907552083333327
d2_5_b,d2_5,b,common_grid,recall,p09,p11,complete,64,1920,0.6872395833333333,1318,599,0,3,0,0.6385286458333334,0.7273502604166666
d2_5_b,d2_5,b,common_grid,recall,p09,p12,complete,64,1920,0.8354166666666667,1602,314,0,4,0,0.7328059895833333,0.9221419270833333
d2_5_b,d2_5,b,common_grid,recall,p10,p11,complete,64,1920,0.16484375,315,1602,0,3,0,0.11483723958333333,0.22213541666666667
d2_5_b,d2_5,b,common_grid,recall,p10,p12,complete,64,1920,0.30078125,577,1342,0,1,0,0.2526041666666667,0.35443359374999994
d2_5_b,d2_5,b,common_grid,recall,p11,p12,complete,64,1920,0.27369791666666665,501,1370,0,49,0,0.2223828125,0.3359440104166666
d2_5_b,d2_5,b,common_grid,f1,p08,p09,complete,64,1920,0.59140625,1130,779,0,11,0,0.5117057291666667,0.6656315104166667
d2_5_b,d2_5,b,common_grid,f1,p08,p10,complete,64,1920,0.86484375,1659,258,0,3,0,0.8236979166666667,0.9013085937499999
d2_5_b,d2_5,b,common_grid,f1,p08,p11,complete,64,1920,0.06614583333333333,117,1783,0,20,0,0.009635416666666667,0.14713541666666666
d2_5_b,d2_5,b,common_grid,f1,p08,p12,complete,64,1920,0.09557291666666666,180,1733,0,7,0,0.02029947916666667,0.19846354166666652
d2_5_b,d2_5,b,common_grid,f1,p09,p10,complete,64,1920,0.2630208333333333,500,1410,0,10,0,0.22942057291666668,0.30184244791666653
d2_5_b,d2_5,b,common_grid,f1,p09,p11,complete,64,1920,0.65546875,1257,660,0,3,0,0.61119140625,0.6942708333333333
d2_5_b,d2_5,b,common_grid,f1,p09,p12,complete,64,1920,0.8192708333333333,1571,345,0,4,0,0.71744140625,0.9041796874999999
d2_5_b,d2_5,b,common_grid,f1,p10,p11,complete,64,1920,0.16223958333333333,310,1607,0,3,0,0.11431640625,0.21901041666666668
d2_5_b,d2_5,b,common_grid,f1,p10,p12,complete,64,1920,0.31015625,595,1324,0,1,0,0.26040364583333336,0.3664127604166666
d2_5_b,d2_5,b,common_grid,f1,p11,p12,complete,64,1920,0.27369791666666665,501,1370,0,49,0,0.22134114583333334,0.3372395833333333
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p08,p09,complete,64,1920,0.59140625,1130,779,0,11,0,0.5117057291666667,0.6656315104166667
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p08,p10,complete,64,1920,0.8330729166666667,1598,319,0,3,0,0.7882747395833334,0.875
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p08,p11,complete,64,1920,0.06614583333333333,117,1783,0,20,0,0.009635416666666667,0.14713541666666666
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p08,p12,complete,64,1920,0.09557291666666666,180,1733,0,7,0,0.02029947916666667,0.19846354166666652
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p09,p10,complete,64,1920,0.2786458333333333,530,1380,0,10,0,0.24400390625,0.3172070312499999
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p09,p11,complete,64,1920,0.60546875,1161,756,0,3,0,0.57212890625,0.63412109375
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p09,p12,complete,64,1920,0.8182291666666667,1569,347,0,4,0,0.7202994791666667,0.8997395833333334
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p10,p11,complete,64,1920,0.16380208333333332,313,1604,0,3,0,0.11587890625000001,0.22110026041666664
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p10,p12,complete,64,1920,0.31692708333333336,608,1311,0,1,0,0.26639973958333335,0.3729166666666667
d2_5_b,d2_5,b,common_grid,artifact_peak_ratio,p11,p12,complete,64,1920,0.27317708333333335,500,1371,0,49,0,0.21978515625,0.3370052083333332
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p08,p09,complete,64,1920,0.59140625,1130,779,0,11,0,0.5117057291666667,0.6656315104166667
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p08,p10,complete,64,1920,0.88515625,1698,219,0,3,0,0.8481705729166666,0.9171875
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p08,p11,complete,64,1920,0.06614583333333333,117,1783,0,20,0,0.009635416666666667,0.14713541666666666
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p08,p12,complete,64,1920,0.11119791666666666,210,1703,0,7,0,0.03853515625,0.21041666666666667
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p09,p10,complete,64,1920,0.25052083333333336,476,1434,0,10,0,0.21666666666666667,0.28907552083333327
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p09,p11,complete,64,1920,0.6872395833333333,1318,599,0,3,0,0.6385286458333334,0.7273502604166666
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p09,p12,complete,64,1920,0.8354166666666667,1602,314,0,4,0,0.7328059895833333,0.9221419270833333
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p10,p11,complete,64,1920,0.16484375,315,1602,0,3,0,0.11483723958333333,0.22213541666666667
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p10,p12,complete,64,1920,0.30078125,577,1342,0,1,0,0.2526041666666667,0.35443359374999994
d2_5_b,d2_5,b,common_grid,missing_peak_ratio,p11,p12,complete,64,1920,0.27369791666666665,501,1370,0,49,0,0.2223828125,0.3359440104166666
d2_10_a,d2_10,a,native,mse,p08,p09,complete,64,1920,0.6559895833333333,1254,655,0,11,0,0.6208268229166667,0.69140625
d2_10_a,d2_10,a,native,mse,p08,p10,complete,64,1920,0.85078125,1536,189,184,8,3,0.8109309895833333,0.8822916666666667
d2_10_a,d2_10,a,native,mse,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,mse,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,mse,p09,p10,complete,64,1920,0.6372395833333333,1220,693,0,7,0,0.60962890625,0.6635481770833334
d2_10_a,d2_10,a,native,mse,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,mse,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,mse,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,mse,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,mse,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,rmse,p08,p09,complete,64,1920,0.66015625,1262,647,0,11,0,0.6239518229166666,0.6955729166666667
d2_10_a,d2_10,a,native,rmse,p08,p10,complete,64,1920,0.8536458333333333,1539,181,189,8,3,0.8140494791666667,0.88515625
d2_10_a,d2_10,a,native,rmse,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,rmse,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,rmse,p09,p10,complete,64,1920,0.64140625,1228,685,0,7,0,0.6135416666666667,0.66849609375
d2_10_a,d2_10,a,native,rmse,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,rmse,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,rmse,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,rmse,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,rmse,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,mae,p08,p09,complete,64,1920,0.7221354166666667,1381,528,0,11,0,0.6887955729166667,0.7510416666666667
d2_10_a,d2_10,a,native,mae,p08,p10,complete,64,1920,0.8450520833333334,1617,292,0,11,0,0.8044010416666667,0.8776041666666666
d2_10_a,d2_10,a,native,mae,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,mae,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,mae,p09,p10,complete,64,1920,0.6966145833333334,1334,579,0,7,0,0.6802083333333333,0.7114583333333333
d2_10_a,d2_10,a,native,mae,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,mae,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,mae,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,mae,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,mae,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,sam,p08,p09,complete,64,1920,0.65078125,1244,665,0,11,0,0.6117122395833333,0.68671875
d2_10_a,d2_10,a,native,sam,p08,p10,complete,64,1920,0.8486979166666667,1624,285,0,11,0,0.8044140625,0.88515625
d2_10_a,d2_10,a,native,sam,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,sam,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,sam,p09,p10,complete,64,1920,0.63046875,1207,706,0,7,0,0.6036458333333333,0.6557291666666667
d2_10_a,d2_10,a,native,sam,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,sam,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,sam,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,sam,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,sam,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,pearson_r,p08,p09,complete,64,1920,0.6690104166666667,1279,630,0,11,0,0.63697265625,0.6986979166666667
d2_10_a,d2_10,a,native,pearson_r,p08,p10,complete,64,1920,0.84453125,1616,293,0,11,0,0.80103515625,0.88021484375
d2_10_a,d2_10,a,native,pearson_r,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,pearson_r,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,pearson_r,p09,p10,complete,64,1920,0.6346354166666667,1215,698,0,7,0,0.6085872395833334,0.659375
d2_10_a,d2_10,a,native,pearson_r,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,pearson_r,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,pearson_r,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,pearson_r,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,pearson_r,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,nmse,p08,p09,complete,64,1920,0.64765625,1238,671,0,11,0,0.6096354166666667,0.6836067708333332
d2_10_a,d2_10,a,native,nmse,p08,p10,complete,64,1920,0.8481770833333333,1548,211,150,10,1,0.80830078125,0.8791666666666667
d2_10_a,d2_10,a,native,nmse,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,nmse,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,nmse,p09,p10,complete,64,1920,0.6299479166666667,1206,707,0,7,0,0.60234375,0.6567708333333333
d2_10_a,d2_10,a,native,nmse,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,nmse,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,nmse,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,nmse,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,nmse,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p08,p09,complete,64,1920,0.8200520833333333,1569,340,0,11,0,0.7609309895833334,0.86328125
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p08,p10,complete,64,1920,0.77734375,1487,422,0,11,0,0.7239518229166667,0.8226627604166666
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p08,p11,complete,64,1920,0.8796875,1686,228,0,6,0,0.8078125,0.9359440104166666
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p08,p12,complete,64,1920,0.9291666666666667,1778,130,0,12,0,0.8638020833333333,0.9708528645833332
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p09,p10,complete,64,1920,0.8971354166666666,1719,194,0,7,0,0.8497395833333333,0.9265625
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p09,p11,complete,64,1920,0.7630208333333334,1447,437,0,36,0,0.68904296875,0.821875
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p09,p12,complete,64,1920,0.82734375,1564,307,0,49,0,0.7611979166666667,0.88099609375
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p10,p11,complete,64,1920,0.8989583333333333,1718,186,0,16,0,0.83125,0.9471354166666667
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p10,p12,complete,64,1920,0.9403645833333333,1799,108,0,13,0,0.8856770833333333,0.9768294270833333
d2_10_a,d2_10,a,native,wasserstein_1_cm1,p11,p12,complete,64,1920,0.5940104166666667,1093,732,0,95,0,0.47001953125,0.71693359375
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p08,p09,complete,64,1920,0.19557291666666668,370,1539,0,11,0,0.15181640625,0.25546875
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p08,p10,complete,64,1920,0.14609375,275,1634,0,11,0,0.11431640625,0.18723958333333332
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p08,p11,complete,64,1920,0.1203125,228,1686,0,6,0,0.06405598958333333,0.1921875
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p08,p12,complete,64,1920,0.07083333333333333,130,1778,0,12,0,0.029147135416666668,0.13619791666666667
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p09,p10,complete,64,1920,0.16640625,316,1597,0,7,0,0.13489583333333333,0.21484375
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p09,p11,complete,64,1920,0.7302083333333333,1384,500,0,36,0,0.62681640625,0.81875
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p10,p11,complete,64,1920,0.10104166666666667,186,1718,0,16,0,0.05286458333333333,0.16875
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p10,p12,complete,64,1920,0.05963541666666667,108,1799,0,13,0,0.023170572916666667,0.11432291666666666
d2_10_a,d2_10,a,native,is_like_structure_to_noise,p11,p12,complete,64,1920,0.5,0,0,1825,0,95,0.5,0.5
d2_10_a,d2_10,a,native,precision,p08,p09,complete,64,1920,0.19557291666666668,370,1539,0,11,0,0.15181640625,0.25546875
d2_10_a,d2_10,a,native,precision,p08,p10,complete,64,1920,0.53671875,1025,884,0,11,0,0.4937369791666667,0.58255859375
d2_10_a,d2_10,a,native,precision,p08,p11,complete,64,1920,0.7177083333333333,1375,539,0,6,0,0.68359375,0.7455794270833334
d2_10_a,d2_10,a,native,precision,p08,p12,complete,64,1920,0.7354166666666667,1406,502,0,12,0,0.7072916666666667,0.7526041666666666
d2_10_a,d2_10,a,native,precision,p09,p10,complete,64,1920,0.19557291666666668,372,1541,0,7,0,0.1640625,0.24349609374999998
d2_10_a,d2_10,a,native,precision,p09,p11,complete,64,1920,0.6791666666666667,1286,598,0,36,0,0.634375,0.7166796874999999
d2_10_a,d2_10,a,native,precision,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,precision,p10,p11,complete,64,1920,0.7291666666666666,1392,512,0,16,0,0.7012955729166667,0.7484375
d2_10_a,d2_10,a,native,precision,p10,p12,complete,64,1920,0.8966145833333333,1715,192,0,13,0,0.8570247395833334,0.9239583333333333
d2_10_a,d2_10,a,native,precision,p11,p12,complete,64,1920,0.5744791666666667,834,548,443,58,37,0.49375,0.6533854166666667
d2_10_a,d2_10,a,native,recall,p08,p09,complete,64,1920,0.19557291666666668,370,1539,0,11,0,0.15181640625,0.25546875
d2_10_a,d2_10,a,native,recall,p08,p10,complete,64,1920,0.6158854166666666,1177,732,0,11,0,0.5739518229166667,0.65990234375
d2_10_a,d2_10,a,native,recall,p08,p11,complete,64,1920,0.7317708333333334,1402,512,0,6,0,0.6997395833333333,0.7536458333333333
d2_10_a,d2_10,a,native,recall,p08,p12,complete,64,1920,0.7354166666666667,1406,502,0,12,0,0.7072916666666667,0.7526041666666666
d2_10_a,d2_10,a,native,recall,p09,p10,complete,64,1920,0.16692708333333334,317,1596,0,7,0,0.13541666666666666,0.21485677083333327
d2_10_a,d2_10,a,native,recall,p09,p11,complete,64,1920,0.6885416666666667,1304,580,0,36,0,0.6413997395833333,0.7278645833333334
d2_10_a,d2_10,a,native,recall,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,recall,p10,p11,complete,64,1920,0.7291666666666666,1392,512,0,16,0,0.7012955729166667,0.7484375
d2_10_a,d2_10,a,native,recall,p10,p12,complete,64,1920,0.8919270833333334,1706,201,0,13,0,0.8546744791666667,0.9174479166666667
d2_10_a,d2_10,a,native,recall,p11,p12,complete,64,1920,0.5744791666666667,834,548,443,58,37,0.49375,0.6533854166666667
d2_10_a,d2_10,a,native,f1,p08,p09,complete,64,1920,0.19557291666666668,370,1539,0,11,0,0.15181640625,0.25546875
d2_10_a,d2_10,a,native,f1,p08,p10,complete,64,1920,0.5809895833333333,1110,799,0,11,0,0.5395768229166666,0.6229166666666667
d2_10_a,d2_10,a,native,f1,p08,p11,complete,64,1920,0.7296875,1398,516,0,6,0,0.69791015625,0.7515625
d2_10_a,d2_10,a,native,f1,p08,p12,complete,64,1920,0.7354166666666667,1406,502,0,12,0,0.7072916666666667,0.7526041666666666
d2_10_a,d2_10,a,native,f1,p09,p10,complete,64,1920,0.17994791666666668,342,1571,0,7,0,0.14869791666666668,0.22838541666666667
d2_10_a,d2_10,a,native,f1,p09,p11,complete,64,1920,0.684375,1296,588,0,36,0,0.6367122395833333,0.7239583333333334
d2_10_a,d2_10,a,native,f1,p09,p12,complete,64,1920,0.8111979166666666,1533,338,0,49,0,0.7320247395833334,0.8770833333333333
d2_10_a,d2_10,a,native,f1,p10,p11,complete,64,1920,0.7291666666666666,1392,512,0,16,0,0.7012955729166667,0.7484375
d2_10_a,d2_10,a,native,f1,p10,p12,complete,64,1920,0.89609375,1714,193,0,13,0,0.85703125,0.9229166666666667
d2_10_a,d2_10,a,native,f1,p11,p12,complete,64,1920,0.5744791666666667,834,548,443,58,37,0.49375,0.6533854166666667
d2_10_a,d2_10,a,native,artifact_peak_ratio,p08,p09,complete,64,1920,0.19557291666666668,370,1539,0,11,0,0.15181640625,0.25546875
d2_10_a,d2_10,a,native,artifact_peak_ratio,p08,p10,complete,64,1920,0.53671875,1025,884,0,11,0,0.4937369791666667,0.58255859375
d2_10_a,d2_10,a,native,artifact_peak_ratio,p08,p11,complete,64,1920,0.7177083333333333,1375,539,0,6,0,0.68359375,0.7455794270833334
