panel_id,endpoint_id,protocol_id,family,alpha,scope,signed_mean,positive_mean,negative_mean,absolute_mean,signed_mean_lower,signed_mean_upper,positive_mean_lower,positive_mean_upper,negative_mean_lower,negative_mean_upper,absolute_mean_lower,absolute_mean_upper,positive_absolute_share,negative_absolute_share,zero_denominator_state
d2_20_b,d2_20,b,p08,0.65,alpha,0.02506666666666667,0.02793333333333333,0.002866666666666662,0.030799999999999994,0.013798333333333287,0.03806666666666666,0.01846499999999998,0.03926666666666668,0.00020000000000000017,0.006866666666666665,0.021733333333333292,0.041135,0.906926406926407,0.09307359307359293,complete
d2_20_b,d2_20,b,p08,0.8,alpha,0.024733333333333336,0.027533333333333337,0.0027999999999999987,0.030333333333333334,0.013664999999999993,0.037201666666666695,0.018266666666666657,0.03846833333333335,0.00020000000000000017,0.006799999999999999,0.021531666666666623,0.04046666666666666,0.9076923076923078,0.09230769230769226,complete
d2_20_b,d2_20,b,p08,integrated_equal_alpha,integrated,0.02392500000000002,0.02650833333333335,0.0025833333333333316,0.029091666666666682,0.01323333333333335,0.03616000000000001,0.01728187499999999,0.03724416666666669,0.000424791666666668,0.005926041666666662,0.020257499999999994,0.039160208333333356,0.911200229160699,0.08879977083930095,complete
d2_20_b,d2_20,b,p09,0.05,alpha,-0.0010666666666666524,0.008733333333333355,0.009800000000000008,0.018533333333333363,-0.01020333333333334,0.007666666666666692,0.004133333333333348,0.014133333333333368,0.004598333333333348,0.016466666666666668,0.012800000000000063,0.024933333333333325,0.4712230215827342,0.5287769784172658,complete
d2_20_b,d2_20,b,p09,0.1,alpha,0.019666666666666697,0.02213333333333337,0.0024666666666666743,0.024600000000000045,0.010798333333333332,0.028666666666666712,0.014600000000000042,0.030333333333333382,0.0006666666666666765,0.004868333333333332,0.017800000000000038,0.03227000000000005,0.8997289972899727,0.10027100271002723,complete
d2_20_b,d2_20,b,p09,0.2,alpha,0.06853333333333336,0.07386666666666668,0.005333333333333331,0.0792,0.044000000000000025,0.09446833333333339,0.05259833333333335,0.09720000000000001,0.00033333333333333365,0.011734999999999985,0.059860000000000003,0.10087333333333331,0.9326599326599327,0.06734006734006731,complete
d2_20_b,d2_20,b,p09,0.3,alpha,0.14606666666666668,0.1557333333333334,0.009666666666666664,0.16540000000000005,0.09953166666666667,0.19280166666666668,0.11526666666666668,0.19780333333333333,0.0004666666666666671,0.020266666666666662,0.12873000000000004,0.2037333333333333,0.9415558242644095,0.05844417573559045,complete
d2_20_b,d2_20,b,p09,0.4,alpha,0.24020000000000002,0.24880000000000002,0.0086,0.25739999999999996,0.17459666666666668,0.30367499999999986,0.189065,0.3088683333333334,0.00033333333333333365,0.018,0.20325999999999997,0.3144,0.9665889665889668,0.033411033411033415,complete
d2_20_b,d2_20,b,p09,0.5,alpha,0.3211333333333333,0.3302666666666667,0.009133333333333334,0.33940000000000003,0.2386633333333333,0.40054166666666663,0.2555633333333333,0.40493666666666667,0.00033333333333333365,0.019534999999999986,0.27159166666666673,0.40962499999999985,0.9730897662541741,0.026910233745825966,complete
d2_20_b,d2_20,b,p09,0.65,alpha,0.3872666666666667,0.3924,0.005133333333333329,0.39753333333333335,0.2977333333333334,0.4758816666666666,0.3078,0.47653499999999993,0.0,0.013799999999999995,0.3170666666666666,0.4780983333333331,0.98708703672648,0.012912963273520029,complete
d2_20_b,d2_20,b,p09,0.8,alpha,0.43620000000000003,0.4386666666666667,0.002466666666666665,0.4411333333333334,0.3439983333333334,0.5278233333333332,0.3493333333333334,0.5290683333333334,0.0,0.006999999999999998,0.35392666666666667,0.5293383333333334,0.9944083421490101,0.0055916578509898705,complete
d2_20_b,d2_20,b,p09,integrated_equal_alpha,integrated,0.20225,0.20882500000000004,0.006575000000000001,0.2154,0.15209895833333334,0.2510029166666667,0.16247937500000004,0.2546704166666667,0.0017745833333333333,0.012709583333333324,0.17270500000000003,0.25871083333333333,0.9694753946146705,0.030524605385329622,complete
d2_20_b,d2_20,b,p10,0.05,alpha,0.05133333333333334,0.05533333333333335,0.00400000000000001,0.05933333333333336,0.02866666666666668,0.07446666666666667,0.034993333333333355,0.07720333333333335,0.0005333333333333338,0.008866666666666688,0.039933333333333376,0.08060166666666668,0.9325842696629212,0.06741573033707877,complete
d2_20_b,d2_20,b,p10,0.1,alpha,0.19840000000000005,0.20273333333333338,0.004333333333333334,0.2070666666666667,0.14318500000000006,0.24987166666666666,0.15058833333333335,0.25221000000000005,0.0,0.010933333333333335,0.15746500000000005,0.2546666666666667,0.9790727623953639,0.020927237604636186,complete
d2_20_b,d2_20,b,p10,0.2,alpha,0.39513333333333345,0.39593333333333336,0.0008000000000000007,0.3967333333333334,0.305445,0.47933333333333333,0.30626499999999995,0.47934666666666675,0.0,0.002400000000000002,0.30793,0.47934666666666675,0.9979835321794656,0.0020164678205343654,complete
d2_20_b,d2_20,b,p10,0.3,alpha,0.48059999999999997,0.48059999999999997,0.0,0.48059999999999997,0.3896966666666666,0.5690083333333331,0.3896966666666666,0.5690083333333331,0.0,0.0,0.3896966666666666,0.5690083333333331,1.0,0.0,complete
d2_20_b,d2_20,b,p10,0.4,alpha,0.5254666666666667,0.5254666666666667,0.0,0.5254666666666667,0.43285,0.6148666666666666,0.43285,0.6148666666666666,0.0,0.0,0.43285,0.6148666666666666,1.0,0.0,complete
d2_20_b,d2_20,b,p10,0.5,alpha,0.5451999999999999,0.5451999999999999,0.0,0.5451999999999999,0.4541116666666667,0.6331433333333333,0.4541116666666667,0.6331433333333333,0.0,0.0,0.4541116666666667,0.6331433333333333,1.0,0.0,complete
d2_20_b,d2_20,b,p10,0.65,alpha,0.5691999999999999,0.5691999999999999,0.0,0.5691999999999999,0.4827700000000001,0.6540816666666667,0.4827700000000001,0.6540816666666667,0.0,0.0,0.4827700000000001,0.6540816666666667,1.0,0.0,complete
d2_20_b,d2_20,b,p10,0.8,alpha,0.5878666666666666,0.5878666666666666,0.0,0.5878666666666666,0.5033233333333333,0.6710083333333332,0.5033233333333333,0.6710083333333332,0.0,0.0,0.5033233333333333,0.6710083333333332,1.0,0.0,complete
d2_20_b,d2_20,b,p10,integrated_equal_alpha,integrated,0.41914999999999997,0.4202916666666666,0.0011416666666666682,0.4214333333333334,0.34470708333333333,0.4882841666666667,0.346805,0.4885666666666666,6.666666666666672e-05,0.0026750000000000025,0.348705,0.48910916666666665,0.9972909910622476,0.002709008937752119,complete
d2_20_b,d2_20,b,p11,0.05,alpha,-0.015999999999999986,0.0015333333333333254,0.01753333333333331,0.019066666666666635,-0.023734999999999975,-0.00946499999999997,6.666666666666302e-05,0.0035349999999999882,0.011800000000000007,0.024733333333333295,0.01353333333333333,0.025934999999999986,0.08041958041958014,0.9195804195804199,complete
d2_20_b,d2_20,b,p11,0.1,alpha,-0.025399999999999992,0.00233333333333333,0.02773333333333332,0.03006666666666665,-0.03613333333333332,-0.015466666666666684,0.0006666666666666636,0.004199999999999991,0.019133333333333336,0.03760333333333326,0.022128333333333326,0.039201666666666635,0.07760532150776046,0.9223946784922396,complete
d2_20_b,d2_20,b,p11,0.2,alpha,-0.028,0.0013333333333333326,0.029333333333333333,0.030666666666666665,-0.037535000000000006,-0.019264999999999997,0.0,0.0031333333333333304,0.021196666666666673,0.038266666666666636,0.022800000000000008,0.039066666666666666,0.043478260869565195,0.9565217391304348,complete
d2_20_b,d2_20,b,p11,0.3,alpha,-0.01733333333333333,0.0019333333333333314,0.01926666666666666,0.021199999999999993,-0.026401666666666684,-0.009800000000000005,0.0006666666666666598,0.003533333333333352,0.012729999999999997,0.027268333333333315,0.014864999999999986,0.028733333333333316,0.09119496855345906,0.9088050314465409,complete
d2_20_b,d2_20,b,p11,0.4,alpha,-0.01319999999999997,0.0026000000000000042,0.015799999999999974,0.01839999999999998,-0.020001666666666647,-0.00659999999999997,0.0008666666666666712,0.004533333333333343,0.01046666666666664,0.021599999999999987,0.013799999999999975,0.02339999999999999,0.14130434782608733,0.8586956521739126,complete
d2_20_b,d2_20,b,p11,0.5,alpha,-0.02680000000000001,0.0026000000000000042,0.02940000000000002,0.03200000000000002,-0.03799999999999999,-0.017000000000000022,0.00033333333333333733,0.005333333333333337,0.0208666666666667,0.03919999999999999,0.024131666666666697,0.041001666666666665,0.08125000000000007,0.91875,complete
d2_20_b,d2_20,b,p11,0.65,alpha,-0.015866666666666647,0.0025333333333333336,0.01839999999999998,0.020933333333333314,-0.025468333333333308,-0.007133333333333355,0.0006000000000000004,0.00546666666666667,0.011066666666666659,0.02699999999999998,0.013798333333333307,0.028999999999999974,0.1210191082802549,0.878980891719745,complete
