panel_id,endpoint_id,protocol_id,representation,perturbation_scope,metric_output_id,family,state,sst,pooled_sse,separate_sse,pooled_r2,separate_r2,d_p,zero_metric_harm_proportion,mean_downstream,pooled_prediction_at_zero,n,expected_constant_sse,actual_raw_residual_improvement,identity_error
d1_a,d1,a,native,no_axis,precision,p08,complete,56.51347731111111,20.09398954097481,15.937663008218381,0.03941451152394915,0.4883879411943345,0.0735457581184666,0.0,,,,,,
d1_a,d1,a,native,no_axis,precision,p09,complete,56.51347731111111,14.620587607950391,2.79642658594433,0.03941451152394915,0.4883879411943345,0.2092272778918404,0.0,,,,,,
d1_a,d1,a,native,no_axis,precision,p10,complete,56.51347731111111,19.571449059448675,10.178886883242107,0.03941451152394915,0.4883879411943345,0.16620039366007824,0.0,,,,,,
d1_a,d1,a,native,no_axis,recall,p08,complete,56.51347731111111,19.043782909066387,14.562404632693797,0.0725821078133011,0.5120456442446887,0.07929751432038505,0.0,,,,,,
d1_a,d1,a,native,no_axis,recall,p09,complete,56.51347731111111,15.785004698487025,2.7404656682597723,0.0725821078133011,0.5120456442446887,0.2308217375904167,0.0,,,,,,
d1_a,d1,a,native,no_axis,recall,p10,complete,56.51347731111111,17.582822400458088,10.273127111882054,0.0725821078133011,0.5120456442446887,0.12934428452058594,0.0,,,,,,
d1_a,d1,a,native,no_axis,f1,p08,complete,56.51347731111111,19.230461729458515,14.534069768263535,0.06305917936952621,0.5149554008358639,0.08310215871766258,0.0,,,,,,
d1_a,d1,a,native,no_axis,f1,p09,complete,56.51347731111111,15.446102350971621,2.6517853866655257,0.06305917936952621,0.5149554008358639,0.22639408461582322,0.0,,,,,,
d1_a,d1,a,native,no_axis,f1,p10,complete,56.51347731111111,18.273219728123966,10.225701794810325,0.06305917936952621,0.5149554008358639,0.14239997813285185,0.0,,,,,,
d1_a,d1,a,native,no_axis,artifact_peak_ratio,p08,complete,56.51347731111111,20.09398954097481,15.937663008218381,0.03941451152394915,0.4883879411943345,0.0735457581184666,0.0,,,,,,
d1_a,d1,a,native,no_axis,artifact_peak_ratio,p09,complete,56.51347731111111,14.620587607950391,2.79642658594433,0.03941451152394915,0.4883879411943345,0.2092272778918404,0.0,,,,,,
d1_a,d1,a,native,no_axis,artifact_peak_ratio,p10,complete,56.51347731111111,19.571449059448675,10.178886883242107,0.03941451152394915,0.4883879411943345,0.16620039366007824,0.0,,,,,,
d1_a,d1,a,native,no_axis,missing_peak_ratio,p08,complete,56.51347731111111,19.043782909066387,14.562404632693797,0.0725821078133011,0.5120456442446887,0.07929751432038505,0.0,,,,,,
d1_a,d1,a,native,no_axis,missing_peak_ratio,p09,complete,56.51347731111111,15.785004698487025,2.7404656682597723,0.0725821078133011,0.5120456442446887,0.2308217375904167,0.0,,,,,,
d1_a,d1,a,native,no_axis,missing_peak_ratio,p10,complete,56.51347731111111,17.582822400458088,10.273127111882054,0.0725821078133011,0.5120456442446887,0.12934428452058594,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mse,p08,complete,88.65191248,17.050171328601557,13.711709283370336,0.40989995174174354,0.5969314455550464,0.03765809390727334,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mse,p09,complete,88.65191248,7.880330954668481,2.5086723904660158,0.40989995174174354,0.5969314455550464,0.06059269804714387,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mse,p10,complete,88.65191248,15.41616205633487,9.949718788825374,0.40989995174174354,0.5969314455550464,0.06166187637229749,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mse,p11,complete,88.65191248,9.791073744498227,8.358577937347942,0.40989995174174354,0.5969314455550464,0.016158656559986346,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mse,p12,complete,88.65191248,2.1757597485315907,1.2041198120844674,0.40989995174174354,0.5969314455550464,0.010960168926601857,0.0,,,,,,
d1_a,d1,a,common_grid,all5,rmse,p08,complete,88.65191248,16.989461980575484,13.711709283370336,0.41212308234868866,0.5971655415340436,0.03697328806013759,0.0,,,,,,
d1_a,d1,a,common_grid,all5,rmse,p09,complete,88.65191248,7.799353164156848,2.50816039317478,0.41212308234868866,0.5971655415340436,0.05968503806588231,0.0,,,,,,
d1_a,d1,a,common_grid,all5,rmse,p10,complete,88.65191248,15.377393814181788,9.949677131682517,0.41212308234868866,0.5971655415340436,0.061225037685721385,0.0,,,,,,
d1_a,d1,a,common_grid,all5,rmse,p11,complete,88.65191248,9.809614491360408,8.33837853554007,0.41212308234868866,0.5971655415340436,0.016595648245628678,0.0,,,,,,
d1_a,d1,a,common_grid,all5,rmse,p12,complete,88.65191248,2.1405896023616853,1.2041198120844676,0.41212308234868866,0.5971655415340436,0.01056344712798482,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mae,p08,complete,88.65191248,15.92564641861151,13.617995671596145,0.43084967812369046,0.5982089536155164,0.02603046773002188,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mae,p09,complete,88.65191248,7.612209713177191,2.5102003535612534,0.43084967812369046,0.5982089536155164,0.05755103546995625,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mae,p10,complete,88.65191248,15.280088313198226,9.92430736587726,0.43084967812369046,0.5982089536155164,0.060413597377600166,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mae,p11,complete,88.65191248,10.119479016748638,8.36469173068652,0.43084967812369046,0.5982089536155164,0.019794127808105678,0.0,,,,,,
d1_a,d1,a,common_grid,all5,mae,p12,complete,88.65191248,1.51884106120685,1.202349557603687,0.43084967812369046,0.5982089536155164,0.003570047106141833,0.0,,,,,,
d1_a,d1,a,common_grid,all5,sam,p08,complete,88.65191248,17.388767498723794,14.130646119350484,0.39984735465591925,0.5848568982423326,0.03675184537173235,0.0,,,,,,
d1_a,d1,a,common_grid,all5,sam,p09,complete,88.65191248,8.672927441751263,2.765650756289388,0.39984735465591925,0.5848568982423326,0.06663450928703389,0.0,,,,,,
d1_a,d1,a,common_grid,all5,sam,p10,complete,88.65191248,15.744035768082423,10.396062084095597,0.39984735465591925,0.5848568982423326,0.060325530881167815,0.0,,,,,,
d1_a,d1,a,common_grid,all5,sam,p11,complete,88.65191248,9.575329727552868,8.31147344894648,0.39984735465591925,0.5848568982423326,0.01425639045171774,0.0,,,,,,
d1_a,d1,a,common_grid,all5,sam,p12,complete,88.65191248,1.8236193535735745,1.1993975150145177,0.39984735465591925,0.5848568982423326,0.0070412675947615026,0.0,,,,,,
d1_a,d1,a,common_grid,all5,pearson_r,p08,complete,88.65191248,18.894249406274227,13.913574293882089,0.3306977186467006,0.588261828704167,0.05618237636459092,0.0,,,,,,
d1_a,d1,a,common_grid,all5,pearson_r,p09,complete,88.65191248,6.014566240408209,2.7804536313352006,0.3306977186467006,0.588261828704167,0.03648102470211942,0.0,,,,,,
d1_a,d1,a,common_grid,all5,pearson_r,p10,complete,88.65191248,17.377460365894052,10.213935556787188,0.3306977186467006,0.588261828704167,0.08080507919919905,0.0,,,,,,
d1_a,d1,a,common_grid,all5,pearson_r,p11,complete,88.65191248,14.284675103370535,8.38732176758057,0.3306977186467006,0.588261828704167,0.06652257318329616,0.0,,,,,,
d1_a,d1,a,common_grid,all5,pearson_r,p12,complete,88.65191248,2.763976153250014,1.2060910768083828,0.3306977186467006,0.588261828704167,0.017573056608260907,0.0,,,,,,
d1_a,d1,a,common_grid,all5,nmse,p08,complete,88.65191248,17.13215618528139,14.386941152380953,0.402998186968489,0.5783515163759188,0.030966224598028412,0.0,,,,,,
d1_a,d1,a,common_grid,all5,nmse,p09,complete,88.65191248,8.847360136135638,2.835957360264373,0.402998186968489,0.5783515163759188,0.06780905913594865,0.0,,,,,,
d1_a,d1,a,common_grid,all5,nmse,p10,complete,88.65191248,15.480055231024783,10.6454309582846,0.402998186968489,0.5783515163759188,0.05453491230469372,0.0,,,,,,
d1_a,d1,a,common_grid,all5,nmse,p11,complete,88.65191248,9.729321327633684,8.311508214100948,0.402998186968489,0.5783515163759188,0.015993034711491355,0.0,,,,,,
d1_a,d1,a,common_grid,all5,nmse,p12,complete,88.65191248,1.7364595991953413,1.2001067825358853,0.402998186968489,0.5783515163759188,0.006050098657267636,0.0,,,,,,
d1_a,d1,a,common_grid,all5,wasserstein_1_cm1,p08,complete,88.65191248,15.787288431878007,14.515521778701245,0.5367636257684383,0.5834784015550218,0.014345620050370296,0.0,,,,,,
d1_a,d1,a,common_grid,all5,wasserstein_1_cm1,p09,complete,88.65191248,4.310820998200228,3.1239189663528464,0.5367636257684383,0.5834784015550218,0.013388340969126278,0.0,,,,,,
d1_a,d1,a,common_grid,all5,wasserstein_1_cm1,p10,complete,88.65191248,11.398863266495056,10.731041201001638,0.5367636257684383,0.5834784015550218,0.007533081315578831,0.0,,,,,,
d1_a,d1,a,common_grid,all5,wasserstein_1_cm1,p11,complete,88.65191248,8.403590437331943,7.463625850819117,0.5367636257684383,0.5834784015550218,0.010602868682893719,0.0,,,,,,
d1_a,d1,a,common_grid,all5,wasserstein_1_cm1,p12,complete,88.65191248,1.1662273720236906,1.09132849449906,0.5367636257684383,0.5834784015550218,0.0008448647686143061,0.0,,,,,,
d1_a,d1,a,common_grid,all5,is_like_structure_to_noise,p08,complete,88.65191248,29.164026659545506,21.717201600000003,0.0005219844929069684,0.38180822935351155,0.08400072656329349,0.0,,,,,,
d1_a,d1,a,common_grid,all5,is_like_structure_to_noise,p09,complete,88.65191248,7.4686792601171845,4.8262049295226515,0.0005219844929069684,0.38180822935351155,0.029807302027361003,0.0,,,,,,
d1_a,d1,a,common_grid,all5,is_like_structure_to_noise,p10,complete,88.65191248,28.386331643401157,17.903837183333334,0.0005219844929069684,0.38180822935351155,0.11824329748591364,0.0,,,,,,
d1_a,d1,a,common_grid,all5,is_like_structure_to_noise,p11,complete,88.65191248,13.048754215101074,9.093656073313785,0.0005219844929069684,0.38180822935351155,0.04461379378227815,0.0,,,,,,
d1_a,d1,a,common_grid,all5,is_like_structure_to_noise,p12,complete,88.65191248,10.537845778253972,1.262982961038961,0.0005219844929069684,0.38180822935351155,0.10462112500175827,0.0,,,,,,
d1_a,d1,a,common_grid,all5,precision,p08,complete,88.65191248,28.57909412989341,15.018632719191919,0.011594405397658436,0.5773560523225127,0.15296298784034412,0.0,,,,,,
d1_a,d1,a,common_grid,all5,precision,p09,complete,88.65191248,6.8090753807587046,2.7751868113483398,0.011594405397658436,0.5773560523225127,0.0455025555181386,0.0,,,,,,
d1_a,d1,a,common_grid,all5,precision,p10,complete,88.65191248,28.50277877946544,10.334076822773426,0.011594405397658436,0.5773560523225127,0.20494427529457865,0.0,,,,,,
d1_a,d1,a,common_grid,all5,precision,p11,complete,88.65191248,13.304083924765424,8.148028541342104,0.011594405397658436,0.5773560523225127,0.058160678536817056,0.0,,,,,,
d1_a,d1,a,common_grid,all5,precision,p12,complete,88.65191248,10.429014052546162,1.1922693650505054,0.011594405397658436,0.5773560523225127,0.10419114973497588,0.0,,,,,,
d1_a,d1,a,common_grid,all5,recall,p08,complete,88.65191248,28.446841897586797,14.521443571086913,0.020081545641192355,0.5885467750696673,0.15707950270831972,0.0,,,,,,
d1_a,d1,a,common_grid,all5,recall,p09,complete,88.65191248,6.505336500876615,2.747710269809488,0.020081545641192355,0.5885467750696673,0.04238629631272594,0.0,,,,,,
