cell_id,metric_output_id,delta_ag,delta_ag_lower,delta_ag_upper,delta_acc,delta_acc_lower,delta_acc_upper,i_ag,i_ag_lower,i_ag_upper,i_acc,i_acc_lower,i_acc_upper,i_ag_raw_p_value,i_ag_adjusted_p_value,i_ag_rank,i_ag_family_size,i_ag_family_id,i_ag_favorable,i_ag_rejected,i_ag_direction,i_ag_state,i_ag_glyph,i_acc_raw_p_value,i_acc_adjusted_p_value,i_acc_rank,i_acc_family_size,i_acc_family_id,i_acc_favorable,i_acc_rejected,i_acc_direction,i_acc_state,i_acc_glyph,state
d4,sam,0.03525404640107188,-0.052204457235964806,0.13224585712835316,-0.2586393229166667,-0.2670123697916668,-0.2507617187500001,-0.0018438137065137916,-0.012152544193379411,0.013421636155744687,-0.0006054687500000044,-0.0022986653645833345,0.0010292968750008145,0.7695623043769563,1.0,29,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected,0.4772452275477245,1.0,26,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected,complete
d4,pearson_r,0.053766068160740366,-0.0341719536956284,0.1513613690945029,-0.25849609375000004,-0.26681005859375,-0.25090999348958354,-0.020355835466182276,-0.03130290146057276,-0.009411360464586498,-0.000462239583333357,-0.0032942708333334654,0.0021744791666664766,0.00018999810001899982,0.0017099829001709984,21,29,d4_full_domain_core:protocol_ab,False,True,adverse,tested,adverse_rejected,0.7554424455755443,1.0,28,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected,complete
d4,nmse,0.0797105838710542,-0.0024577396594947978,0.1730257947615816,-0.2582031250000002,-0.2665439453125006,-0.25060367838541625,-0.04630035117649611,-0.06001385833324077,-0.03270118428270304,-0.00016927083333351245,-0.000351725260417515,1.31835937513749e-05,9.99990000099999e-06,0.00028999710002899974,16,29,d4_full_domain_core:protocol_ab,False,True,adverse,tested,adverse_rejected,0.09373906260937391,0.6561734382656174,23,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected,complete
d4,wasserstein_1_cm1,0.12707661357596534,0.019446030894393805,0.2531536040547996,-0.3649674479166667,-0.3714459635416667,-0.35909391276041613,-0.09366638088140725,-0.12410261686457207,-0.06759407934034703,-0.10693359375,-0.11304703776041644,-0.10040299479166671,9.99990000099999e-06,0.00028999710002899974,19,29,d4_full_domain_core:protocol_ab,False,True,adverse,tested,adverse_rejected,9.99990000099999e-06,0.00028999710002899974,11,29,d4_full_domain_core:protocol_ab,False,True,adverse,tested,adverse_rejected,complete
d4,is_like_structure_to_noise,-0.04024876295112556,-0.11249070187936293,0.03891386271285788,0.33302734375,0.32661393229166635,0.3391017252604169,0.07365899564568365,0.05082847368429538,0.09783917915736834,0.5910611979166667,0.5806818033854166,0.6013606770833333,9.99990000099999e-06,0.00028999710002899974,14,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,9.99990000099999e-06,0.00028999710002899974,6,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,complete
d4,precision,-0.39745503387823883,-0.45350664716133865,-0.3388857668161675,0.030475260416666705,0.022617024739583526,0.03761311848958329,0.43086526657279695,0.38742684931873794,0.4836724559561547,0.2885091145833334,0.28305338541666647,0.2939978841145835,9.99990000099999e-06,0.00028999710002899974,17,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,9.99990000099999e-06,0.00028999710002899974,9,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,complete
d4,recall,-0.4442896270030693,-0.5023831371139141,-0.3827365219773553,0.03727864583333329,0.02911442057291673,0.04480468750000011,0.4776998596976274,0.44113852920148944,0.523336412432411,0.2953125,0.2893422851562502,0.3011263020833337,9.99990000099999e-06,0.00028999710002899974,18,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,9.99990000099999e-06,0.00028999710002899974,10,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,complete
d4,f1,-0.4435648111347254,-0.5000491869976841,-0.3832962782095824,0.030501302083333348,0.02268229166666668,0.03772819010416645,0.4769750438292835,0.4383701603923992,0.5240284888725887,0.28853515625000004,0.28309212239583376,0.29404475911458366,9.99990000099999e-06,0.00028999710002899974,13,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,9.99990000099999e-06,0.00028999710002899974,5,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,complete
d4,artifact_peak_ratio,-0.39745503387823883,-0.453506647161339,-0.3388857668161676,0.030475260416666705,0.022617024739583526,0.03761311848958329,0.43086526657279695,0.38742684931873783,0.4836724559561547,0.2885091145833334,0.28305338541666647,0.2939978841145835,9.99990000099999e-06,0.00028999710002899974,12,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,9.99990000099999e-06,0.00028999710002899974,4,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,complete
d4,missing_peak_ratio,-0.4442896270030693,-0.5023831374413721,-0.3827365219476241,0.03727864583333329,0.02911442057291673,0.04480468750000011,0.4776998596976274,0.4411385447141813,0.5233364124324111,0.2953125,0.2893422851562502,0.3011263020833337,9.99990000099999e-06,0.00028999710002899974,15,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,9.99990000099999e-06,0.00028999710002899974,8,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,favorable_rejected,complete
