cell_id,protocol_id,perturbation_id,alpha,metric_output_id,protocol_a_mse_x,metric_x,x_render_value,downstream_harm
d2_20,b,p09,0.65,mse,0.08852254698474918,0.08852254698474918,0.08852254698474918,0.3872666666666667
d2_20,b,p09,0.8,mse,0.13409332561003426,0.13409332561003426,0.13409332561003426,0.43620000000000003
d2_20,b,p10,0.05,mse,0.0005233733959361159,0.0005233733959361159,0.0005233733959361159,0.05133333333333334
d2_20,b,p10,0.1,mse,0.0020934935837444634,0.0020934935837444634,0.0020934935837444634,0.19840000000000005
d2_20,b,p10,0.2,mse,0.008373974334977854,0.008373974334977854,0.008373974334977854,0.39513333333333345
d2_20,b,p10,0.3,mse,0.018841442253700165,0.018841442253700165,0.018841442253700165,0.48059999999999997
d2_20,b,p10,0.4,mse,0.033495897339911415,0.033495897339911415,0.033495897339911415,0.5254666666666667
d2_20,b,p10,0.5,mse,0.05233733959361157,0.05233733959361157,0.05233733959361157,0.5451999999999999
d2_20,b,p10,0.65,mse,0.08845010391320358,0.08845010391320358,0.08845010391320358,0.5691999999999999
d2_20,b,p10,0.8,mse,0.13398358935964566,0.13398358935964566,0.13398358935964566,0.5878666666666666
d2_20,b,p11,0.05,mse,0.0,0.0,0.0,-0.015999999999999986
d2_20,b,p11,0.1,mse,0.0,0.0,0.0,-0.025399999999999992
d2_20,b,p11,0.2,mse,0.0,0.0,0.0,-0.028
d2_20,b,p11,0.3,mse,0.0,0.0,0.0,-0.01733333333333333
d2_20,b,p11,0.4,mse,0.0,0.0,0.0,-0.01319999999999997
d2_20,b,p11,0.5,mse,0.0,0.0,0.0,-0.02680000000000001
d2_20,b,p11,0.65,mse,0.0,0.0,0.0,-0.015866666666666647
d2_20,b,p11,0.8,mse,0.0,0.0,0.0,-0.01973333333333334
d2_20,b,p12,0.05,mse,0.0,0.0,0.0,-0.004799999999999985
d2_20,b,p12,0.1,mse,0.0,0.0,0.0,-0.0069333333333333365
d2_20,b,p12,0.2,mse,0.0,0.0,0.0,-0.010333333333333332
d2_20,b,p12,0.3,mse,0.0,0.0,0.0,-0.011800000000000003
d2_20,b,p12,0.4,mse,0.0,0.0,0.0,-0.011399999999999992
d2_20,b,p12,0.5,mse,0.0,0.0,0.0,-0.012
d2_20,b,p12,0.65,mse,0.0,0.0,0.0,-0.013199999999999993
d2_20,b,p12,0.8,mse,0.0,0.0,0.0,-0.014933333333333328
d1,a,p08,0.05,mse,0.0005233733959361159,0.0005233733959361159,0.0005233733959361159,0.06753333333333332
d1,a,p08,0.1,mse,0.0020934935837444634,0.0020934935837444634,0.0020934935837444634,0.19046666666666662
d1,a,p08,0.2,mse,0.008373974334977854,0.008373974334977854,0.008373974334977854,0.34193333333333337
d1,a,p08,0.3,mse,0.018841442253700165,0.018841442253700165,0.018841442253700165,0.42673333333333324
d1,a,p08,0.4,mse,0.033495897339911415,0.033495897339911415,0.033495897339911415,0.4861333333333333
d1,a,p08,0.5,mse,0.05233733959361157,0.05233733959361157,0.05233733959361157,0.5181333333333334
d1,a,p08,0.65,mse,0.08845010391320358,0.08845010391320358,0.08845010391320358,0.5493333333333333
d1,a,p08,0.8,mse,0.13398358935964566,0.13398358935964566,0.13398358935964566,0.5685333333333332
d1,a,p09,0.05,mse,0.0005238020531641963,0.0005238020531641963,0.0005238020531641963,0.008733333333333319
d1,a,p09,0.1,mse,0.0020952082126567853,0.0020952082126567853,0.0020952082126567853,0.022866666666666664
d1,a,p09,0.2,mse,0.008380832850627141,0.008380832850627141,0.008380832850627141,0.061733333333333335
d1,a,p09,0.3,mse,0.018856873913911068,0.018856873913911068,0.018856873913911068,0.11546666666666665
d1,a,p09,0.4,mse,0.033523331402508565,0.033523331402508565,0.033523331402508565,0.17746666666666666
d1,a,p09,0.5,mse,0.05238020531641962,0.05238020531641962,0.05238020531641962,0.23206666666666662
d1,a,p09,0.65,mse,0.08852254698474918,0.08852254698474918,0.08852254698474918,0.3028666666666667
d1,a,p09,0.8,mse,0.13409332561003426,0.13409332561003426,0.13409332561003426,0.353
d1,a,p10,0.05,mse,0.0005233733959361159,0.0005233733959361159,0.0005233733959361159,0.08226666666666665
d1,a,p10,0.1,mse,0.0020934935837444634,0.0020934935837444634,0.0020934935837444634,0.22726666666666664
d1,a,p10,0.2,mse,0.008373974334977854,0.008373974334977854,0.008373974334977854,0.39999999999999986
d1,a,p10,0.3,mse,0.018841442253700165,0.018841442253700165,0.018841442253700165,0.47593333333333326
d1,a,p10,0.4,mse,0.033495897339911415,0.033495897339911415,0.033495897339911415,0.5182666666666667
d1,a,p10,0.5,mse,0.05233733959361157,0.05233733959361157,0.05233733959361157,0.5436666666666667
d1,a,p10,0.65,mse,0.08845010391320358,0.08845010391320358,0.08845010391320358,0.5728000000000001
d1,a,p10,0.8,mse,0.13398358935964566,0.13398358935964566,0.13398358935964566,0.5913333333333333
d1,a,p11,0.05,mse,0.0,0.0,0.0,0.003266666666666664
d1,a,p11,0.1,mse,0.0,0.0,0.0,0.014466666666666673
d1,a,p11,0.2,mse,0.0,0.0,0.0,0.03786666666666669
d1,a,p11,0.3,mse,0.0,0.0,0.0,0.06613333333333334
d1,a,p11,0.4,mse,0.0,0.0,0.0,0.09786666666666667
d1,a,p11,0.5,mse,0.0,0.0,0.0,0.12473333333333333
d1,a,p11,0.65,mse,0.0,0.0,0.0,0.1682
d1,a,p11,0.8,mse,0.0,0.0,0.0,0.21046666666666666
d1,a,p12,0.05,mse,0.0,0.0,0.0,6.666666666667042e-05
d1,a,p12,0.1,mse,0.0,0.0,0.0,0.0007999999999999859
d1,a,p12,0.2,mse,0.0,0.0,0.0,0.0065999999999999965
d1,a,p12,0.3,mse,0.0,0.0,0.0,0.014599999999999991
d1,a,p12,0.4,mse,0.0,0.0,0.0,0.020600000000000004
d1,a,p12,0.5,mse,0.0,0.0,0.0,0.02833333333333333
d1,a,p12,0.65,mse,0.0,0.0,0.0,0.03926666666666666
d1,a,p12,0.8,mse,0.0,0.0,0.0,0.05779999999999998
d4,a,p08,0.05,mse,774.70804623584,774.70804623584,774.70804623584,0.1769409845857644
d4,a,p08,0.1,mse,3098.83218494336,3098.83218494336,3098.83218494336,0.7081164255272571
d4,a,p08,0.2,mse,12395.32873977344,12395.32873977344,12395.32873977344,2.833170671821246
d4,a,p08,0.3,mse,27889.489664490233,27889.489664490233,27889.489664490233,6.375162729483839
d4,a,p08,0.4,mse,49581.31495909376,49581.31495909376,49581.31495909376,11.334092605434027
d4,a,p08,0.5,mse,77470.80462358399,77470.80462358399,77470.80462358399,17.709960311050192
d4,a,p08,0.65,mse,130925.65981385695,130925.65981385695,130925.65981385695,29.93052025671572
d4,a,p08,0.8,mse,198325.25983637504,198325.25983637504,198325.25983637504,45.33919029040663
d4,a,p09,0.05,mse,774.6037133665193,774.6037133665193,774.6037133665193,0.03540252611634788
d4,a,p09,0.1,mse,3098.414853466077,3098.414853466077,3098.414853466077,0.14166104194923276
d4,a,p09,0.2,mse,12393.659413864309,12393.659413864309,12393.659413864309,0.5667460445518681
d4,a,p09,0.3,mse,27885.73368119469,27885.73368119469,27885.73368119469,1.2752550058115806
d4,a,p09,0.4,mse,49574.637655457234,49574.637655457234,49574.637655457234,2.2671879253668794
d4,a,p09,0.5,mse,77460.37133665194,77460.37133665194,77460.37133665194,3.5425447952126805
d4,a,p09,0.65,mse,130908.02755894176,130908.02755894176,130908.02755894176,5.98700004150179
d4,a,p09,0.8,mse,198298.55062182894,198298.55062182894,198298.55062182894,9.06915919033089
d4,a,p10,0.05,mse,774.70804623584,774.70804623584,774.70804623584,0.2480803198087055
d4,a,p10,0.1,mse,3098.83218494336,3098.83218494336,3098.83218494336,0.9900150435349266
d4,a,p10,0.2,mse,12395.32873977344,12395.32873977344,12395.32873977344,3.9554477170748883
d4,a,p10,0.3,mse,27889.489664490233,27889.489664490233,27889.489664490233,8.896297998461218
d4,a,p10,0.4,mse,49581.31495909376,49581.31495909376,49581.31495909376,15.81256591235033
d4,a,p10,0.5,mse,77470.80462358399,77470.80462358399,77470.80462358399,24.704251466146435
d4,a,p10,0.65,mse,130925.65981385695,130925.65981385695,130925.65981385695,41.74568783448971
d4,a,p10,0.8,mse,198325.25983637504,198325.25983637504,198325.25983637504,63.23181377080258
d4,a,p11,0.05,mse,0.0,0.0,0.0,-0.0007250303061973436
d4,a,p11,0.1,mse,0.0,0.0,0.0,-0.0010627633815558637
d4,a,p11,0.2,mse,0.0,0.0,0.0,-0.0006050541944983319
d4,a,p11,0.3,mse,0.0,0.0,0.0,-0.0003582381971939306
d4,a,p11,0.4,mse,0.0,0.0,0.0,0.00040784083508389724
d4,a,p11,0.5,mse,0.0,0.0,0.0,0.0017078075252860057
d4,a,p11,0.65,mse,0.0,0.0,0.0,0.004327172974906523
d4,a,p11,0.8,mse,0.0,0.0,0.0,0.007060635782224924
d4,a,p12,0.05,mse,0.0,0.0,0.0,-0.0004892504599782877
d4,a,p12,0.1,mse,0.0,0.0,0.0,-0.0007725791531681218
d4,a,p12,0.2,mse,0.0,0.0,0.0,-0.000740913859307862
d4,a,p12,0.3,mse,0.0,0.0,0.0,-0.0007336592394861695
d4,a,p12,0.4,mse,0.0,0.0,0.0,-0.0011450074574521588
d4,a,p12,0.5,mse,0.0,0.0,0.0,-0.001139453436575788
d4,a,p12,0.65,mse,0.0,0.0,0.0,-0.0012453940266719348
d4,a,p12,0.8,mse,0.0,0.0,0.0,-0.00025062877258555616
d4,b,p08,0.05,mse,774.70804623584,774.70804623584,774.70804623584,-0.0031945015262974516
d4,b,p08,0.1,mse,3098.83218494336,3098.83218494336,3098.83218494336,-0.00416962773410034
d4,b,p08,0.2,mse,12395.32873977344,12395.32873977344,12395.32873977344,-0.004073869908514714
d4,b,p08,0.3,mse,27889.489664490233,27889.489664490233,27889.489664490233,-0.003756998603727037
d4,b,p08,0.4,mse,49581.31495909376,49581.31495909376,49581.31495909376,-0.003687691693914541
d4,b,p08,0.5,mse,77470.80462358399,77470.80462358399,77470.80462358399,-0.0033584213549094372
d4,b,p08,0.65,mse,130925.65981385695,130925.65981385695,130925.65981385695,-0.0033377139843125117
d4,b,p08,0.8,mse,198325.25983637504,198325.25983637504,198325.25983637504,-0.0033338842154886305
d4,b,p09,0.05,mse,774.6037133665193,774.6037133665193,774.6037133665193,0.007503655522342697
d4,b,p09,0.1,mse,3098.414853466077,3098.414853466077,3098.414853466077,0.02530657913070821
d4,b,p09,0.2,mse,12393.659413864309,12393.659413864309,12393.659413864309,0.06011668883895233
d4,b,p09,0.3,mse,27885.73368119469,27885.73368119469,27885.73368119469,0.08286299982730767
d4,b,p09,0.4,mse,49574.637655457234,49574.637655457234,49574.637655457234,0.09326182229392017
d4,b,p09,0.5,mse,77460.37133665194,77460.37133665192,77460.37133665194,0.09926031011596924
d4,b,p09,0.65,mse,130908.02755894176,130908.02755894176,130908.02755894176,0.10620660316882029
d4,b,p09,0.8,mse,198298.55062182894,198298.55062182894,198298.55062182894,0.1116566620865737
d4,b,p10,0.05,mse,774.70804623584,774.70804623584,774.70804623584,0.013332379514469694
d4,b,p10,0.1,mse,3098.83218494336,3098.83218494336,3098.83218494336,0.028551747326727515
d4,b,p10,0.2,mse,12395.32873977344,12395.32873977344,12395.32873977344,0.058822133501825954
d4,b,p10,0.3,mse,27889.489664490233,27889.489664490233,27889.489664490233,0.07740298729113708
d4,b,p10,0.4,mse,49581.31495909376,49581.31495909376,49581.31495909376,0.08598135817476356
d4,b,p10,0.5,mse,77470.80462358399,77470.80462358399,77470.80462358399,0.09105578072975035
d4,b,p10,0.65,mse,130925.65981385695,130925.65981385695,130925.65981385695,0.09695974017810197
d4,b,p10,0.8,mse,198325.25983637504,198325.25983637504,198325.25983637504,0.10032526046432995
d4,b,p11,0.05,mse,0.0,0.0,0.0,-0.0003744729808946824
d4,b,p11,0.1,mse,0.0,0.0,0.0,-0.0006726385493682387
d4,b,p11,0.2,mse,0.0,0.0,0.0,-0.0003499049767719038
d4,b,p11,0.3,mse,0.0,0.0,0.0,-0.0007537741532210372
d4,b,p11,0.4,mse,0.0,0.0,0.0,-0.0006930289981228246
d4,b,p11,0.5,mse,0.0,0.0,0.0,-0.00015696437218558663
d4,b,p11,0.65,mse,0.0,0.0,0.0,-0.000474403576421562
d4,b,p11,0.8,mse,0.0,0.0,0.0,-0.0005971623536677984
d4,b,p12,0.05,mse,0.0,0.0,0.0,-6.235670786190585e-05
d4,b,p12,0.1,mse,0.0,0.0,0.0,-0.0007981533424305844
d4,b,p12,0.2,mse,0.0,0.0,0.0,-0.0006406231556047206
d4,b,p12,0.3,mse,0.0,0.0,0.0,-0.00029860225166415227
d4,b,p12,0.4,mse,0.0,0.0,0.0,-0.000858014036498723
d4,b,p12,0.5,mse,0.0,0.0,0.0,-0.00021798917798089183
d4,b,p12,0.65,mse,0.0,0.0,0.0,-0.0005582190107584276
d4,b,p12,0.8,mse,0.0,0.0,0.0,-0.00036179677377552006
